NAME,Uniprot,stringId,DNA_Repair,GO_CC,GO_BP,GO_MF,Annotation,An.color,S6.FuzzyCMeans,Ku.FuzzyCMeans,Mre.FuzzyCMeans,S6.FC.nonIR5,S6.FC.IR5,S6.FC.IR30,S6.FC.IR2,S6S.FC.IR8,S6.FC.IR24,S6.FC.nonIR24,Ku.FC.nonIR5,Ku.FC.IR5,Ku.FC.IR30,Ku.FC.IR2,Ku.FC.IR8,Ku.FC.IR24,Ku.FC.nonIR24,Mre.FC.nonIR5,Mre.FC.IR5,Mre.FC.IR30,Mre.FC.IR2,Mre.FC.IR8,Mre.FC.IR24,Mre.FC.nonIR24
SQSTM1,Q13501,9606.ENSP00000374455,0,PML body,ubiquitin-dependent protein catabolic process,ubiquitin binding,UPR,maroon,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.499,25.89966667,0
SRPK1,Q96SB4,9606.ENSP00000362931,0,chromatin,protein phosphorylation,protein kinase activity,RNA Metabolism,gold,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.05533333,0,0,0
SRPR,P08240,9606.ENSP00000328023,0,signal recognition particle receptor complex ,protein targeting ,RNA binding ,UPR,maroon,4,0,0,0,0,0,0.583,1.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRRM2,Q9UQ35,9606.ENSP00000301740,HR,spliceosomal complex ,"mRNA splicing, via spliceosome ",mRNA binding ,RNA Metabolism,gold,3,4,2,2.415666667,2.637333333,0,7.552333333,5.726666667,0,0,0.990333333,0,0,6.325,0,0,0,0,0,0,0,0,37.57366667,0
SRSF11,Q05519,9606.ENSP00000359988,NER,nuclear speck ,"mRNA splicing, via spliceosome ",RNA binding ,RNA Metabolism,gold,1,0,0,2.235666667,2.064666667,1.989333333,5.495,2.286,4.310333333,1.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRSF6,Q13247,9606.ENSP00000244020,0,nuclear speck ,"mRNA splicing, via spliceosome ",mRNA binding ,RNA Metabolism,gold,1,0,0,1.848333333,0,0,2.150333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSBP1,Q04837,9606.ENSP00000419665,0,nucleus ,DNA duplex unwinding ,chromatin binding ,DNA Repair,firebrick1,0,0,0,1.074,1.409333333,1.126333333,0,2.227333333,1.001,0,4.374,0,2.541333333,4.240666667,6.703,2.883666667,0,0,0,0,0,0,0,0
SSRP1,Q08945,9606.ENSP00000278412,DSB,FACT complex ,chromatin organization ,chromatin binding ,DNA Repair,firebrick1,1,0,1,0,0,1.393666667,5.052333333,1.762,0,0,0,0,0,0,0,0,0,0,0,0,24.52733333,0,0,0
STRAP,Q9Y3F4,9606.ENSP00000392270,0,SMN-Sm protein complex ,"transcription, DNA-templated ",mRNA binding ,RNA Metabolism,gold,3,2,3,1.863666667,2.32,0,5.311333333,3.166,0,0,0,0,0,4.216666667,5.333666667,0,0,0,0,0,0,25.28966667,0,0
SUPT16H,Q9Y5B9,9606.ENSP00000216297,0,FACT complex ,chromatin organization ,nucleosome binding ,Chromatin Organization,darkviolet,0,0,3,2.472,2.559,0,3.400333333,2.481333333,1.938,1.677333333,0,0,0,0,0,0,0,0,0,0,0,48.61,0,0
SURF4,O15260,9606.ENSP00000361057,0,nuclear membrane,Golgi organization,protein binding,UPR,maroon,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9,38.671,0,0
SURF6,O75683,9606.ENSP00000361092,DSB,chromosome ,ribosomal small subunit biogenesis ,DNA binding ,Ribosome Biosynthesis,lightgreen,0,0,0,2.027,2.173,1.944666667,2.296,1.9,2.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYNCRIP,O60506,9606.ENSP00000358635,MMR,CRD-mediated mRNA stability complex ,"mRNA splicing, via spliceosome ",mRNA binding ,RNA Metabolism,gold,0,2,3,0,0,0,2.357666667,0,0,2.374333333,0.267333333,0,0,1.186333333,2.108666667,0,0,0,0,0,0,30.83866667,0,0
TAF8,Q7Z7C8,9606.ENSP00000362068,0,transcription factor TFIID complex,positive regulation of transcription initiation from RNA polymerase II promoter,protein binding,Transcription Regulation,slateblue1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.15766667,0,0,0
TARDBP,Q13148,9606.ENSP00000240185,DSB,nucleoplasm ,3'-UTR-mediated mRNA destabilization ,RNA binding ,Cell Cycle regulation,coral1,0,4,2,7.031,2.402333333,4.955333333,6.627666667,5.346666667,7.237,4.896666667,1.154,2.175,4.623333333,6.498666667,2.661,0,4.606333333,0,0,0,0,44.53933333,51.43666667,0
TARS2,Q9BW92,9606.ENSP00000358060,0,mitochondrial matrix,threonyl-tRNA aminoacylation,threonine-tRNA ligase activity,RNA Metabolism,gold,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.142,0,0
TBL3,Q12788,9606.ENSP00000454836,0,nucleolus,rRNA processing,RNA binding,Ribosome Biosynthesis,lightgreen,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.98933333,0,31.788,55.29,0
TBRG4,Q969Z0,9606.ENSP00000258770,0,mitochondrial matrix [GO:0005759],cell cycle ,RNA binding ,Cell Cycle regulation,coral1,0,0,0,0,0,0,0,0,0,0,0.453666667,0,0,1.291666667,2.472333333,0,0,0,0,0,0,0,0,0
TCERG1,O14776,9606.ENSP00000296702,0,nucleus,positive regulation of transcription from RNA polymerase II promoter,transcription coactivator activity,Transcription Regulation,slateblue1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.229,0,0,0
TCOF1,Q13428,9606.ENSP00000367028,0,nucleolus ,ribosome biogenesis ,RNA binding ,DNA Repair,firebrick1,0,0,0,5.265666667,2.867333333,5.014333333,7.075666667,2.471333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEX10,Q9NXF1,9606.ENSP00000364037,DSB,MLL1 complex ,histone methylation ,methylated histone binding ,DNA Repair,firebrick1,4,0,0,0,0,0,0,2.912333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEX264,Q9Y6I9,9606.ENSP00000396628,ForkStall,autophagosome membrane,reticulophagy,signaling receptor activity,UPR,maroon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.21966667,0,0,0
TFB1M,Q8WVM0,9606.ENSP00000356134,0,mitochondrial nucleoid,rRNA methylation,"rRNA (adenine-N6,N6-)-dimethyltransferase activity",RNA Metabolism,gold,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.73,0,0,0
TFB2M,Q9H5Q4,9606.ENSP00000355471,0,mitochondrial matrix ,rRNA methylation ,transcription cofactor activity ,Chromatin Organization,darkviolet,1,0,0,0,0,0,1.187333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TFRC,P02786,9606.ENSP00000376197,0,nucleus ,positive regulation of NF-kappaB transcription factor activity ,protein kinase binding ,Transcription Regulation,slateblue1,0,0,2,5.486,6.091333333,2.810666667,7.101,8.848,4.588333333,3.044333333,4.411,3.024333333,3.245,4.37,7.848666667,5.323333333,6.711666667,53,47.845,48.994,0,50.136,54.43516667,0
THOC2,Q8NI27,9606.ENSP00000245838,0,transcription export complex ,RNA processing ,mRNA binding ,Nuclear Pore,deepskyblue3,1,0,0,0,0,0,1.564666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THOC3,Q96J01,9606.ENSP00000265097,0,THO complex part of transcription export complex,RNA splicing,RNA binding,RNA Metabolism,gold,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.47833333,0,0,0
THOC6,Q86W42,9606.ENSP00000326531,SSB,THO complex ,"mRNA splicing, via spliceosome ",RNA binding ,Nuclear Pore,deepskyblue3,1,3,2,0,0,0,2.621333333,0,0,1.858666667,0,0,0,0,2.387666667,0,0,0,0,0,0,0,25.799,0
THRAP3,Q9Y2W1,9606.ENSP00000346634,NER,mediator complex ,"transcription, DNA-templated ",transcription coactivator activity ,Transcription Regulation,slateblue1,3,2,0,2.222,2.802,7.786333333,9.090333333,9.269,4.289,0,0.906,0,0,3.852333333,6.607666667,0,0,0,0,0,0,0,0,0
TIMM50,Q3ZCQ8,9606.ENSP00000445806,0,nuclear speck,release of cytochrome c from mitochondria,protein tyrosine phosphatase activity,RNA Metabolism,gold,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26.20433333,39.59533333,0,46.00633333,48.33866667,0
TKT,P29401,9606.ENSP00000391481,HR,nuclear body ,glyceraldehyde-3-phosphate biosynthetic process ,transketolase activity ,Chromatin Organization,darkviolet,0,1,0,0,4.505,0,3.697,5.551,1.920333333,2.599,2.085,2.422333333,3.440666667,6.711666667,6.342,3.572,5.468666667,0,0,0,0,0,0,0
TMEM43,Q9BTV4,9606.ENSP00000303992,HR,nuclear envelope,nuclear membrane organization,protein binding,Nuclear Pore,deepskyblue3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.886,0,0
TMPO,P42166,9606.ENSP00000266732,0,nuclear envelope ,nuclear envelope organization ,lamin binding ,Chromatin Organization,darkviolet,3,0,4,1.91,2.312666667,2.775666667,6.649333333,8.112333333,2.006333333,2.458666667,2.764,2.508,0,0,2.770333333,0,0,0,0,27.22233333,0,43.88066667,43.06766667,56.647
TMX1,Q9H3N1,9606.ENSP00000393316,0,integral component of membrane,response to endoplasmic reticulum stress,disulfide oxidoreductase activity,UPR,maroon,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.12333333,0,45.889,0,0
TOP1,P11387,9606.ENSP00000354522,0,"GO:0000228~nuclear chromosome,GO:0000932~P-body,GO:0001650~fibrillar center,GO:0001673~male germ cell nucleus,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005694~chromosome,GO:0005730~nucleolus,GO:0032993~protein-DNA complex,GO:0043204~perikaryon,","GO:0006260~DNA replication,GO:0006265~DNA topological change,GO:0006338~chromatin remodeling,GO:0007059~chromosome segregation,GO:0007623~circadian rhythm,GO:0009410~response to xenobiotic stimulus,GO:0012501~programmed cell death,GO:0016310~phosphorylation,GO:0018105~peptidyl-serine phosphorylation,GO:0032922~circadian regulation of gene expression,GO:0040016~embryonic cleavage,","GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0003677~DNA binding,GO:0003682~chromatin binding,GO:0003690~double-stranded DNA binding,GO:0003697~single-stranded DNA binding,GO:0003723~RNA binding,GO:0003917~DNA topoisomerase type I activity,GO:0004674~protein serine/threonine kinase activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0008301~DNA binding, bending,GO:0019904~protein domain specific binding,GO:0097100~supercoiled DNA binding,",Chromatin Organization,darkviolet,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2205,0,0,0
TOR1AIP1,Q5JTV8,9606.ENSP00000435365,0,nuclear envelope ,nuclear envelope organization ,lamin binding ,Cell Cycle regulation,coral1,0,3,3,3.634666667,0,0,4.155333333,2.132333333,0,1.838333333,0.559666667,0,0,0,2.322666667,0,0,0,0,0,0,47.8645,0,0
TOR1AIP2,Q8NFQ8,9606.ENSP00000356584,0,nuclear membrane,positive regulation of ATPase activity,ATPase activator activity,Nuclear Pore,deepskyblue3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.16966667,0,0,0
TOX4,O94842,9606.ENSP00000477868,0,PTW/PP1 phosphatase complex ,"transcription, DNA-templated ",chromatin DNA binding ,Transcription Regulation,slateblue1,0,0,0,0,0,0,1.375333333,2.560666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53BP1,Q12888,9606.ENSP00000371475,NHEJ,site of double-strand break,double-strand break repair via nonhomologous end joining,p53 binding,DNA Repair,firebrick1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.48766667,26.03666667,0,0
TPI1,P60174,9606.ENSP00000229270,DSB,nucleus ,glycolytic process ,ubiquitin protein ligase binding ,Chromatin Organization,darkviolet,4,0,0,0,1.137,0,0,1.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPR,P12270,9606.ENSP00000356448,DSB,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,Cell Cycle regulation,coral1,0,4,4,9.9515,9.5495,10.15516667,8.3655,11.20483333,10.7925,10.17383333,6.028,7.667,7.133333333,7.712333333,4.604,4.234666667,5.435333333,51,39.23166667,45.801,0,52.89433333,65.96133333,75.83533333
TPT1,P13693,9606.ENSP00000477781,DSB,nucleoplasm ,regulation of apoptotic process ,RNA binding ,DNA Repair,firebrick1,0,1,0,0.21625,0.6875,0.7235,0.587833333,4.384833333,2.082166667,3.342833333,0.244333333,0.87,1.223,2.75,4.985666667,0.929666667,3.262333333,0,0,0,0,0,0,0
TPX2,Q9ULW0,9606.ENSP00000300403,RLOOPS,nuclear microtubule ,cell division ,protein kinase binding ,Chromatin Organization,darkviolet,0,0,0,4.931333333,4.955333333,7.562333333,7.206333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAP1,Q12931,9606.ENSP00000246957,HR,nucleoplasm ,chaperone-mediated protein folding ,protein kinase binding ,Transcription Regulation,slateblue1,3,1,6,2.024333333,4.701,0,6.899,6.777333333,0,2.728333333,2.195666667,2.347666667,3.067333333,5.75,8.325666667,3.439333333,6.162333333,38,38.529,51.07333333,0,56.50433333,36.06966667,0
TRIM28,Q13263,9606.ENSP00000253024,DSB,RNA polymerase II transcription regulator complex ,chromatin organization ,transcription corepressor activity ,DNA Repair,firebrick1,2,0,2,2.254333333,1.153,0.947,0,1.216666667,2.284666667,0.993,3.532,1.946666667,2.537666667,5.066666667,4.491,4.500666667,4.475,37,38.742,0,31.61566667,0,56.825,0
TSFM,P43897,9606.ENSP00000313877,0,nucleoplasm ,"transcription, DNA-templated ",RNA binding ,Transcription Regulation,slateblue1,0,3,3,0,0,0,2.760666667,2.271,0,2.613666667,0.709,0,2.337,1.754666667,5.002,0,0,0,0,0,0,19.91,0,0
TTN,Q8WZ42,9606.ENSP00000467141,0,condensed nuclear chromosome ,"transcription, DNA-templated ",protein kinase binding ,Cell Cycle regulation,coral1,5,3,0,0,0,0,0,0,0,2.364333333,0.681666667,0,0,0,2.697333333,0,0,0,0,0,0,0,0,0
TUBA1B,P68363,9606.ENSP00000336799,DSB,microtubule ,microtubule cytoskeleton organization ,ubiquitin protein ligase binding ,Cell Cycle regulation,coral1,5,1,0,0.983,0,1.944666667,0.379,0.773333333,2.921,5.374666667,1.581833333,2.5915,2.9075,5.898833333,6.546833333,4.819833333,6.018166667,0,0,0,0,0,0,0
TUBA1C,Q9BQE3,9606.ENSP00000301072,0,nucleus ,microtubule cytoskeleton organization ,methylated histone binding ,Cell Cycle regulation,coral1,2,0,0,2.812333333,2.902,2.019333333,0,2.991666667,1.750333333,2.234666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUBB,P07437,9606.ENSP00000339001,DSB,nuclear envelope ,microtubule cytoskeleton organization ,ubiquitin protein ligase binding ,Cell Cycle regulation,coral1,0,1,0,4.137666667,5.153333333,0.602,1.174,6.506666667,3.591666667,5.410333333,1.058833333,1.2145,2.2845,4.113833333,5.564166667,3.789833333,4.475833333,0,0,0,0,0,0,0
TUBB3,Q13509,9606.ENSP00000320295,0,"microtubule cytoskeleton,GO:0030027~lamellipodium,GO:0030175~filopodium,GO:0030424~axon,GO:0030425~dendrite,GO:0030426~growth cone,GO:0043025~neuronal cell body,GO:0045171~intercellular bridge,GO:0070062~extracellular exosome,GO:0071944~cell periphery,GO:0072686~mitotic spindle,",mitotic cell cycle,structural constituent of cytoskeleton,Cell Cycle regulation,coral1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.37666667,0,0,44.43466667,49.18666667,0
TUBB4A,P04350,9606.ENSP00000264071,0,microtubule cytoskeleton,mitotic cell cycle,structural constituent of cytoskeleton,Cell Cycle regulation,coral1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8245,0,0
TUBB8,Q3ZCM7,9606.ENSP00000456206,0,microtubule cytoskeleton ,microtubule cytoskeleton organization ,GTPase activity ,Cell Cycle regulation,coral1,5,4,0,0,0,0,0,0,0,2.365666667,0,0,0,2.137333333,0,0,0,0,0,0,0,0,0,0
TWNK,Q96RR1,9606.ENSP00000309595,0,mitochondrial nucleoid,DNA unwinding involved in DNA replication,DNA helicase activity,Cell Cycle regulation,coral1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.73466667,0,0,0
U2AF2,P26368,9606.ENSP00000307863,0,spliceosomal complex,"mRNA splicing, via spliceosome",RNA binding,RNA Metabolism,gold,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.393,0,0,0
U2SURP,O15042,9606.ENSP00000418563,RLOOPS,nucleoplasm ,RNA processing ,RNA binding ,RNA Metabolism,gold,1,3,0,0,0,0,4.382,1.898666667,0,1.880333333,0.331333333,0,0,0,2.028666667,0,0,0,0,0,0,0,0,0
UBAP2L,Q14157,9606.ENSP00000389445,0,PcG protein complex ,stress granule assembly ,RNA binding ,Cell Cycle regulation,coral1,4,2,1,0,0,0,0,2.734333333,0,0,0,0,0,4.45,6.471,0,0,0,0,0,30.88266667,0,0,0
UBE2S,Q16763,9606.ENSP00000264552,0,nucleus,protein polyubiquitination,ubiquitin-protein transferase activity,Chromatin Organization,darkviolet,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.836,0,0
UBR5,O95071,9606.ENSP00000429084,NER,nucleoplasm ,double-strand break repair ,RNA binding ,DNA Repair,firebrick1,0,0,0,0,1.557333333,0,1.373333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UFD1,Q92890,9606.ENSP00000263202,MMR,UFD1-NPL4 complex,ubiquitin-dependent protein catabolic process,polyubiquitin binding,UPR,maroon,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.87966667,0,0,0,0
UFL1,O94874,9606.ENSP00000358283,DSB,site of double-strand break,histone modification,"GO:0005515~protein binding,GO:0019901~protein kinase binding,GO:0061666~UFM1 ligase activity,GO:0071568~UFM1 transferase activity,",Chromatin Organization,darkviolet,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.893,0,0,0,0
UNG,P13051,9606.ENSP00000242576,BER,nucleus,base-excision repair,uracil DNA N-glycosylase activity,DNA Repair,firebrick1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.21566667,0,0,0
UPF1,Q92900,9606.ENSP00000470142,0," chromosome, telomeric region [GO:0000781]",RNA processing ,RNA helicase activity ,DNA Repair,firebrick1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2.370333333,0,0,0,0,0,0,0,0,0
UQCRC2,P22695,9606.ENSP00000268379,0,nucleoplasm,oxidative phosphorylation,metalloendopeptidase activity,p53 Pathway,tomato,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,50.76666667,0,0,0,62.65133333,0
URB2,Q14146,9606.ENSP00000258243,0,nucleolus,ribosome biogenesis,0,Ribosome Biosynthesis,lightgreen,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.80233333,12.44033333,0,0
USO1,O60763,9606.ENSP00000264904,0,fibrillar center,small GTPase mediated signal transduction,RNA binding,UPR,maroon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.764,0,0,0
USP10,Q14694,9606.ENSP00000457411,0,nucleoplasm ,DNA repair ,p53 binding ,DNA Repair,firebrick1,4,3,3,0,0,0,0.482333333,1.947333333,0,0,0,0,0,0.868,2.329333333,0,0,0,0,0,0,25.136,0,0
USP30,Q70CQ3,9606.ENSP00000257548,0,nucleus,ubiquitin-dependent protein catabolic process,ubiquitinyl hydrolase activity,UPR,maroon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.60583333,0,0,0
USP33,Q8TEY7,9606.ENSP00000359829,0,nucleoplasm,protein deubiquitination,thiol-dependent ubiquitin-specific protease activity,Cell Cycle regulation,coral1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.47933333,0,0,0
USP39,Q53GS9,9606.ENSP00000312981,0,spliceosomal complex,"mRNA splicing, via spliceosome",thiol-dependent ubiquitin-specific protease activity,RNA Metabolism,gold,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.01466667,0,0,0,0
UTP14A,Q9BVJ6,9606.ENSP00000377944,0,small-subunit processome,rRNA processing,RNA binding,RNA Metabolism,gold,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.90066667,0,0,0
UTP15,Q8TED0,9606.ENSP00000296792,0, nucleolus [GO:0005730],rRNA processing ,rRNA binding ,Ribosome Biosynthesis,lightgreen,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1.687333333,0,0,0,0,0,0,0,0,0
UTP18,Q9Y5J1,9606.ENSP00000225298,HR,small-subunit processome ,rRNA processing ,RNA binding ,Ribosome Biosynthesis,lightgreen,3,3,3,2.677666667,2.515,4.352333333,6.704333333,5.379,2.548666667,4.379666667,1.111,1.955666667,0,1.017333333,4.596666667,0,0,0,0,0,0,50.74666667,0,44.263
UTP3,Q9NQZ2,9606.ENSP00000254803,0,small-subunit processome ,chromatin organization ,RNA binding ,Chromatin Organization,darkviolet,0,0,0,0,1.829333333,0,1.132666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTP4,Q969X6,9606.ENSP00000327179,0, t-UTP complex [GO:0034455],rRNA processing ,rRNA binding ,Ribosome Biosynthesis,lightgreen,0,0,4,0,0,0,0,0,0,0,0,0,0,1.136,2.215,0,0,0,0,0,0,32.453,49.48133333,43.47966667
VASP,P50552,9606.ENSP00000245932,0,actin cytoskeleton [GO:0015629],axon guidance,actin filament organization ,DNA Repair,firebrick1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.272,2.479,0,0,0,0,0,0,0,0,0
VCP,P55072,9606.ENSP00000351777,0,VCP-NSFL1C complex ,double-strand break repair ,ubiquitin protein ligase binding ,DNA Repair,firebrick1,0,0,4,3.304583333,4.1075,3.962166667,6.721166667,7.9775,5.850166667,5.453166667,0,0,0,0,0,0,0,51,38.35733333,46.33466667,20.08366667,52.064,51.021,58.21633333
VDAC1,P21796,9606.ENSP00000378487,0,nucleus,apoptotic process,porin activity,Cell Cycle regulation,coral1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.11766667,0,44.80033333,0,0
VIM,P08670,9606.ENSP00000446007,0,ribonucleoprotein complex ,positive regulation of gene expression ,double-stranded RNA binding ,Chromatin Organization,darkviolet,4,0,0,3.714083333,2.740333333,2.638666667,2.362,5.657333333,2.711,3.595,2.1265,2.1965,2.9115,3.259833333,2.7695,3.231833333,3.2915,0,0,0,0,0,0,0
WBSCR22,O43709,9606.ENSP00000401191,DSB,nucleolus ,chromatin organization ,methyltransferase activity ,Chromatin Organization,darkviolet,1,0,0,2.463333333,0,0,5.252333333,1.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR12,Q9GZL7,9606.ENSP00000261015,DSB,PeBoW complex ,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) ",ribonucleoprotein complex binding ,Cell Cycle regulation,coral1,1,0,5,0,0,0,1.686666667,0,0,0,0,0,0,0,0,0,0,0,0,36.83666667,0,0,0,0
WDR18,Q9BV38,9606.ENSP00000476117,0,Rix1 complex ,rRNA processing ,rRNA binding ,Ribosome Biosynthesis,lightgreen,0,0,6,7.221,4.626666667,7.263333333,5.044333333,7.730333333,2.483,5.578666667,4.237666667,2.837,2.847333333,3.953333333,5.327666667,0,2.958,0,0,26.32833333,0,19.872,0,0
WDR36,Q8NI36,9606.ENSP00000423067,0,Pwp2p-containing subcomplex of 90S preribosome ,rRNA processing ,RNA binding ,Ribosome Biosynthesis,lightgreen,1,0,4,1.978,2.033,0,4.498666667,2.058,1.719,0,0,0,0,0,0,0,0,0,0,0,0,0,48.257,64.46283333
WDR43,Q15061,9606.ENSP00000384302,DSB,chromatin ,chromatin organization ,RNA polymerase II core binding ,Transcription Regulation,slateblue1,3,3,6,4.66,2.485333333,2.485666667,7.122666667,7.88,2.316,2.447,1.703666667,0,2.801666667,1.644,5.506,2.249666667,0,0,0,26.70933333,0,51.265,32.79933333,0
WDR46,O15213,9606.ENSP00000363746,0,nucleolus,ribosomal small subunit biogenesis,RNA binding,Ribosome Biosynthesis,lightgreen,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.97833333,0,0
WDR5,P61964,9606.ENSP00000351446,DSB,MLL1 complex ,histone H3-K4 methylation ,methylated histone binding ,Chromatin Organization,darkviolet,5,0,4,3.296,2.065333333,2.768333333,2.619666667,5.970333333,5.492,5.291666667,3.57,2.353,2.751666667,4.264666667,5.469666667,0,2.559666667,0,0,0,0,0,47.75716667,64.13733333
WDR74,Q6RFH5,9606.ENSP00000432119,DSB,nucleoplasm ,rRNA processing ,rRNA binding ,Ribosome Biosynthesis,lightgreen,0,0,2,4.552,2.404333333,2.623666667,4.763666667,6.780666667,4.319333333,6.250666667,3.027,3.658333333,2.363,0.849666667,4.845,3.717666667,3.892,0,0,26.66633333,0,32.32933333,45.625,0
WDR75,Q8IWA0,9606.ENSP00000314193,DSB,nucleolus ,rRNA processing ,RNA binding ,Transcription Regulation,slateblue1,2,0,6,4.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.51866667,21.117,44.552,0,0
WDR82,Q6UXN9,9606.ENSP00000296490,DSB,PTW/PP1 phosphatase complex ,histone H3-K4 methylation ,chromatin binding ,Chromatin Organization,darkviolet,0,3,5,0,0,0,4.302,2.219,1.81,0,0.299,0,0,0.654,2.138666667,0,0,0,0,24.07333333,0,0,0,0
XAB2,Q9HCS7,9606.ENSP00000351137,HR,Prp19 complex,"mRNA splicing, via spliceosome",protein binding,RNA Metabolism,gold,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.61866667,0,0
XPO1,O14980,9606.ENSP00000384863,0, nuclear envelope [GO:0005635],nucleocytoplasmic transport ,structural constituent of nuclear pore ,Nuclear Pore,deepskyblue3,0,4,0,0,0,0,0,0,0,0,0,0,0,1.929,0,0,0,0,0,0,0,0,0,0
