NAME,DNA_Repair,GO_CC,GO_BP,GO_MF,Uniprot,stringId,Description,nonIR5,IR5,IR30,IR2h,IR8h,IR24h,nonIR24,FC.nonIR5,FC.IR5,FC.IR30,FC.IR2,FC.IR8,FC.IR24,FC.nonIR24,Annotation,An.color,An.number,FuzzyCMeans,Sensor,All_Venn,nonIR5_Venn,IR5_Venn,IR30_Venn,IR2_Venn,IR8_Venn,IR24_Venn,nonIR24_Venn,C2hrs_Venn,C8hrs_Venn,Cmin2hrs_Venn,C2&8hrs_Venn,PCA,OPLS.Sensor,OPLS.Test,VIP.S6vsMre,VIP.S6vsKu,VIP.KuvsMre,Degree,Eigen,Closeness,Betweeness,Hubs,Authority,Transitivity,nonIR5.Degree,nonIR5.Connectivity,nonIR5.Participation,nonIR5.Module,nonIR5.Role,IR5.Degree,IR5.Connectivity,IR5.Participation,IR5.Module,IR5.Role,IR30.Degree,IR30.Connectivity,IR30.Participation,IR30.Module,IR30.Role,IR2.Degree,IR2.Connectivity,IR2.Participation,IR2.Module,IR2.Role,IR8.Degree,IR8.Connectivity,IR8.Participation,IR8.Module,IR8.Role,IR24.Degree,IR24.Connectivity,IR24.Participation,IR24.Module,IR24.Role,nonIR24.Degree,nonIR24.Connectivity,nonIR24.Participation,nonIR24.Module,nonIR24.Role,Sensor2
H2BC11,NHEJ,nucleosome,nucleosome assembly,structural constituent of chromatin,P06899,9606.ENSP00000476136,"Histone H2B type 1-J; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling.",0,0,1,0,0,1,0,0,0,67.70133333,0,0,37.82733333,0,Chromatin Organization,darkviolet,2,5,Mre11,Mre,0,0,Mre,0,0,Mre,0,0,0,0,0,0,0,0,0.926021806,0.013043958,0.957599635,28,0.019245171,0.625161529,0.000206829,0.019245171,0.019245171,0.354497354,0,0,0,0,0,0,0,0,0,0,3,-0.10884339,0,2,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,7,2.670575551,0,1,Peripheral Hub,0,0,0,0,0,Mre11
CSTF3,0,nucleoplasm ,mRNA polyadenylation ,mRNA binding ,Q12996,9606.ENSP00000315791,Cleavage stimulation factor subunit 3; One of the multiple factors required for polyadenylation and 3'-end cleavage of mammalian pre-mRNAs.,0,0,1,0,0,0,0,0,0,19.894,0,0,0,0,RNA Metabolism,gold,8,5,Mre11,S6&Mre,0,0,Mre,0,0,0,0,0,0,0,S6,PC4,0,0,0.372698872,1.228514677,0.889539053,6,0.000138504,0.646307966,0.000433907,0.000138504,0.000138504,0.533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
RBBP7,0,NuRD complex ,histone deacetylation ,chromatin binding ,Q16576,9606.ENSP00000369424,"Histone-binding protein RBBP7; Core histone-binding subunit that may target chromatin remodeling factors, histone acetyltransferases and histone deacetylases to their histone substrates in a manner that is regulated by nucleosomal DNA. Component of several complexes which regulate chromatin metabolism. These include the type B histone acetyltransferase (HAT) complex, which is required for chromatin assembly following DNA replication; the core histone deacetylase (HDAC) complex, which promotes histone deacetylation and consequent transcriptional repression; the nucleosome remodeling and [...] ",0,0,1,0,0,1,0,0,0,25.12066667,0,0,31.23166667,0,Chromatin Organization,darkviolet,2,2,Mre11,S6&Ku&Mre,0,0,S6&Ku&Mre,0,0,S6&Ku&Mre,0,0,0,0,Ku,PC5,S6&Ku,S6vsMre&MrevsKu,1.783035222,0.386697376,1.80705695,11,0.001854934,0.72119186,0.000354358,0.001854934,0.001854934,0.527272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-0.192156944,0.330560006,1,Peripheral,0,0,0,0,0,Mre11
ALKBH5,HR,nucleus,mRNA processing,oxidative RNA demethylase activity,Q6P6C2,9606.ENSP00000382091,"RNA demethylase ALKBH5; Dioxygenase that demethylates RNA by oxidative demethylation: specifically demethylates N(6)-methyladenosine (m6A) RNA, the most prevalent internal modification of messenger RNA (mRNA) in higher eukaryotes. Can also demethylate N(6)-methyladenosine in single- stranded DNA (in vitro). Requires molecular oxygen, alpha-ketoglutarate and iron. Demethylation of m6A mRNA affects mRNA processing and export. Required for the late meiotic and haploid phases of spermatogenesis by mediating m6A demethylation in spermatocytes and round spermatids: m6A demethylation of targe [...] ",0,0,1,0,0,1,0,0,0,25.088,0,0,31.35266667,0,RNA Metabolism,gold,8,2,Mre11,Mre,0,0,Mre,0,0,Mre,0,0,0,0,Ku,PC5,0,0,1.028812566,0.013043958,1.082609282,0,3.23084E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
WDR82,DSB,PTW/PP1 phosphatase complex ,histone H3-K4 methylation ,chromatin binding ,Q6UXN9,9606.ENSP00000296490,"WD repeat-containing protein 82; Regulatory component of the SET1 complex implicated in the tethering of this complex to transcriptional start sites of active genes. Facilitates histone H3 'Lys-4' methylation via recruitment of the SETD1A or SETD1B to the 'Ser-5' phosphorylated C-terminal domain (CTD) of RNA polymerase II large subunit (POLR2A). Component of PTW/PP1 phosphatase complex, which plays a role in the control of chromatin structure and cell cycle progression during the transition from mitosis into interphase.",0,0,1,0,0,0,0,0,0,24.07333333,0,0,0,0,Chromatin Organization,darkviolet,2,5,Mre11,S6&Ku&Mre,0,0,Mre,0,0,0,0,0,Ku,0,0,PC4,0,0,0.311816892,0.72014734,0.351167111,8,0.000500047,0.683551796,0.001632938,0.000500047,0.000500047,0.464285714,0,0,0,0,0,0,0,0,0,0,1,-0.750202023,0,2,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
THOC6,SSB,THO complex ,"mRNA splicing, via spliceosome ",RNA binding ,Q86W42,9606.ENSP00000326531,"THO complex subunit 6 homolog; Acts as component of the THO subcomplex of the TREX complex which is thought to couple mRNA transcription, processing and nuclear export, and which specifically associates with spliced mRNA and not with unspliced pre-mRNA. TREX is recruited to spliced mRNAs by a transcription-independent mechanism, binds to mRNA upstream of the exon-junction complex (EJC) and is recruited in a splicing- and cap- dependent manner to a region near the 5' end of the mRNA where it functions in mRNA export to the cytoplasm via the TAP/NFX1 pathway. The TREX complex is essentia [...] ",0,0,0,0,0,1,0,0,0,0,0,0,25.799,0,Nuclear Pore,deepskyblue3,4,2,Mre11,S6&Ku&Mre,0,0,0,0,0,Mre,0,S6,Ku,0,Ku,PC5,0,0,0.027716432,0.230083074,0.40203389,5,0.002720051,0.602286502,0.000144636,0.002720051,0.002720051,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.94541347,0.429825706,5,Peripheral,0,0,0,0,0,Mre11
WDR12,DSB,PeBoW complex ,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) ",ribonucleoprotein complex binding ,Q9GZL7,9606.ENSP00000261015,"Ribosome biogenesis protein WDR12; Component of the PeBoW complex, which is required for maturation of 28S and 5.8S ribosomal RNAs and formation of the 60S ribosome.",0,0,1,0,0,0,0,0,0,36.83666667,0,0,0,0,Cell Cycle regulation,coral1,1,5,Mre11,S6&Mre,0,0,Mre,0,0,0,0,S6,0,0,0,PC4,0,0,0.67943282,0.803334274,0.805984691,42,0.194405009,0.750485562,0.002592231,0.194405009,0.194405009,0.808362369,0,0,0,0,0,0,0,0,0,0,22,-0.603120969,0.069179503,5,Peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
NOL11,0,nucleolus ,maturation of SSU-rRNA ,RNA binding ,Q9H8H0,9606.ENSP00000253247,"Nucleolar protein 11; Ribosome biogenesis factor. May be required for both optimal rDNA transcription and small subunit (SSU) pre-rRNA processing at sites A', A0, 1 and 2b.",0,0,1,0,0,0,0,0,0,25.62166667,0,0,0,0,Transcription Regulation,slateblue1,9,5,Mre11,S6&Mre,0,0,Mre,0,0,0,0,0,S6,0,0,PC4,0,0,0.451570153,1.083177755,0.855388409,44,0.340590804,0.605910846,0,0.340590804,0.340590804,0.99577167,0,0,0,0,0,0,0,0,0,0,18,-0.114461148,0,3,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
LRWD1,MMR,"chromosome, telomeric region ",chromatin organization ,methylated histone binding ,Q9UFC0,9606.ENSP00000292616,"Leucine-rich repeat and WD repeat-containing protein 1; Required for G1/S transition. Recruits and stabilizes the origin recognition complex (ORC) onto chromatin during G1 to establish pre-replication complex (preRC) and to heterochromatic sites in post- replicated cells. Binds a combination of DNA and histone methylation repressive marks on heterochromatin. Binds histone H3 and H4 trimethylation marks H3K9me3, H3K27me3 and H4K20me3 in a cooperative manner with DNA methylation. Required for silencing of major satellite repeats. May be important ORC2, ORC3 and ORC4 stability.",0,0,1,0,0,0,0,0,0,18.79566667,0,0,0,0,Chromatin Organization,darkviolet,2,5,Mre11,S6&Ku&Mre,0,0,Ku&Mre,0,0,0,0,0,Ku,0,0,PC4,0,0,0.870962406,0.395537633,0.496951796,4,0.000431995,0.821936993,0,0.000431995,0.000431995,0.5,0,0,0,0,0,0,0,0,0,0,1,-0.83387182,0,2,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
CSTF1,0,mRNA cleavage stimulating factor complex,mRNA 3'-end processing,RNA binding,Q05048,9606.ENSP00000217109,Cleavage stimulation factor subunit 1; One of the multiple factors required for polyadenylation and 3'-end cleavage of mammalian pre-mRNAs. May be responsible for the interaction of CSTF with other factors to form a stable complex on the pre-mRNA.,0,0,0,0,0,1,0,0,0,0,0,0,44.84133333,0,RNA Metabolism,gold,8,2,Mre11,Mre,0,0,0,0,0,Mre,0,0,0,0,Ku,PC5,0,0,0.658630954,0.013043958,0.750526084,4,8.94833E-06,0.486910539,0,8.94833E-06,8.94833E-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
NOP14,0,small-subunit processome,rRNA processing,RNA binding,P78316,9606.ENSP00000405068,Nucleolar protein 14; Involved in nucleolar processing of pre-18S ribosomal RNA. Has a role in the nuclear export of 40S pre-ribosomal subunit to the cytoplasm (By similarity); Belongs to the NOP14 family.,0,0,0,0,0,1,0,0,0,0,0,0,25.10366667,0,Ribosome Biosynthesis,lightgreen,7,2,Mre11,Mre,0,0,0,0,0,Mre,0,0,0,0,Ku,PC5,0,0,0.763494871,0.013043958,0.818813381,40,0.233064073,0.666433973,0.00032977,0.233064073,0.233064073,0.961538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-0.740474572,0.104751335,4,Peripheral,0,0,0,0,0,Mre11
USP39,0,spliceosomal complex,"mRNA splicing, via spliceosome",thiol-dependent ubiquitin-specific protease activity,Q53GS9,9606.ENSP00000312981,"U4/U6.U5 tri-snRNP-associated protein 2; Plays a role in pre-mRNA splicing as a component of the U4/U6-U5 tri-snRNP, one of the building blocks of the precatalytic spliceosome. Regulates AURKB mRNA levels, and thereby plays a role in cytokinesis and in the spindle checkpoint. Does not have ubiquitin-specific peptidase activity.",0,0,1,0,0,0,0,0,0,26.01466667,0,0,0,0,RNA Metabolism,gold,8,5,Mre11,Mre,0,0,Mre,0,0,0,0,0,0,0,0,PC4,0,0,0.913718528,0.013043958,0.853265223,22,0.015528897,0.692603172,0,0.015528897,0.015528897,0.913419913,0,0,0,0,0,0,0,0,0,0,7,0.976887508,0,2,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
UFD1,MMR,UFD1-NPL4 complex,ubiquitin-dependent protein catabolic process,polyubiquitin binding,Q92890,9606.ENSP00000263202,"Ubiquitin recognition factor in ER-associated degradation protein 1; Essential component of the ubiquitin-dependent proteolytic pathway which degrades ubiquitin fusion proteins. The ternary complex containing UFD1, VCP and NPLOC4 binds ubiquitinated proteins and is necessary for the export of misfolded proteins from the ER to the cytoplasm, where they are degraded by the proteasome. The NPLOC4-UFD1- VCP complex regulates spindle disassembly at the end of mitosis and is necessary for the formation of a closed nuclear envelope. It may be involved in the development of some ectoderm-deriv [...] ",0,0,1,0,0,0,0,0,0,19.87966667,0,0,0,0,UPR,maroon,10,5,Mre11,Mre,0,0,Mre,0,0,0,0,0,0,0,0,PC4,0,0,0.968226698,0.013043958,0.889630471,4,0.006529667,0.659356648,0,0.006529667,0.006529667,1,0,0,0,0,0,0,0,0,0,0,3,-0.053173328,0,2,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
PTCD3,0,nucleoplasm,regulation of translation,rRNA binding,Q96EY7,9606.ENSP00000254630,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial; Mitochondrial RNA-binding protein that has a role in mitochondrial translation.",0,0,1,0,0,0,0,0,0,25.10366667,0,0,0,0,Ribosome Biosynthesis,lightgreen,7,5,Mre11,Mre,0,0,Mre,0,0,0,0,0,0,0,0,PC4,0,0,0.9207963,0.013043958,0.858233744,14,0.018018428,0.745066536,0.00071884,0.018018428,0.018018428,0.450549451,0,0,0,0,0,0,0,0,0,0,6,0.097366423,0.198829013,2,Peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
DAP3,0,nucleoplasm ,ribosome biogenesis ,RNA binding ,P51398,9606.ENSP00000357320,"28S ribosomal protein S29, mitochondrial; Involved in mediating interferon-gamma-induced cell death; Belongs to the mitochondrion-specific ribosomal protein mS29 family.",0,0,1,0,0,0,0,0,0,24.64,0,0,0,0,p53 Pathway,tomato,5,5,Mre11,S6&Ku&Mre,0,0,Mre,0,0,0,0,S6,0,0,0,PC4,0,0,0.756695416,1.491553583,0.17652285,32,0.141618403,0.78337666,0.005999009,0.141618403,0.141618403,0.544354839,0,0,0,0,0,0,0,0,0,0,12,0.100989918,0.632044195,2,Connector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
HP1BP3,0, nuclear speck [GO:0016607],chromatin organization ,chromatin binding ,Q5SSJ5,9606.ENSP00000403039,"Heterochromatin protein 1-binding protein 3; Component of heterochromatin that maintains heterochromatin integrity during G1/S progression and regulates the duration of G1 phase to critically influence cell proliferative capacity. Mediates chromatin condensation during hypoxia, leading to increased tumor cell viability, radio-resistance, chemo- resistance and self-renewal.",0,0,1,0,0,0,0,0,0,25.30666667,0,0,0,0,Chromatin Organization,darkviolet,2,5,Mre11,Ku&Mre,0,0,Mre,0,0,0,0,Ku,0,0,0,PC4,0,0,0.919190831,0.784510789,0.367621012,2,0.002612011,0.608245636,0.002068291,0.002612011,0.002612011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
EXOSC8,0,nuclear exosome ,rRNA catabolic process,mRNA 3'-UTR AU-rich region binding,Q96B26,9606.ENSP00000374354,"Exosome complex component RRP43; Non-catalytic component of the RNA exosome complex which has 3'->5' exoribonuclease activity and participates in a multitude of cellular RNA processing and degradation events. In the nucleus, the RNA exosome complex is involved in proper maturation of stable RNA species such as rRNA, snRNA and snoRNA, in the elimination of RNA processing by-products and non-coding 'pervasive' transcripts, such as antisense RNA species and promoter-upstream transcripts (PROMPTs), and of mRNAs with processing defects, thereby limiting or excluding their export to the cyto [...] ",0,0,0,0,0,1,0,0,0,0,0,0,37.23466667,0,RNA Metabolism,gold,8,2,Mre11,Mre,0,0,0,0,0,Mre,0,0,0,0,Ku,PC5,0,0,0.689151503,0.013043958,0.772000776,10,0.012389005,0.684227225,0.00025022,0.012389005,0.012389005,0.577777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.065021677,0,8,Ultra peripheral,0,0,0,0,0,Mre11
HNRNPD,HR,mCRD-mediated mRNA stability complex ,"transcription, DNA-templated ",histone deacetylase binding ,Q14103,9606.ENSP00000313199,Heterogeneous nuclear ribonucleoprotein D0; Binds with high affinity to RNA molecules that contain AU- rich elements (AREs) found within the 3'-UTR of many proto-oncogenes and cytokine mRNAs. Also binds to double- and single-stranded DNA sequences in a specific manner and functions a transcription factor. Each of the RNA-binding domains specifically can bind solely to a single-stranded non-monotonous 5'-UUAG-3' sequence and also weaker to the single-stranded 5'-TTAGGG-3' telomeric DNA repeat. Binds RNA oligonucleotides with 5'-UUAGGG-3' repeats more tightly than the telomeric single-st [...] ,0,0,0,0,0,1,0,0,0,0,0,0,37.943,0,Chromatin Organization,darkviolet,2,2,Mre11,S6&Ku&Mre,0,0,0,0,0,S6&Ku&Mre,0,Ku,0,0,Ku,PC5,S6&Ku,S6vsMre&MrevsKu,1.722107248,0.03413714,1.775005929,32,0.001981672,0.907505425,0.002572588,0.001981672,0.001981672,0.247983871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2.34353891,0.265212098,2,Peripheral,0,0,0,0,0,Mre11
POP1,0,nucleolar ribonuclease P complex,tRNA catabolic process,ribonuclease P activity,Q99575,9606.ENSP00000385787,"Ribonucleases P/MRP protein subunit POP1; Component of ribonuclease P, a ribonucleoprotein complex that generates mature tRNA molecules by cleaving their 5'-ends. Also a component of the MRP ribonuclease complex, which cleaves pre-rRNA sequences.",0,0,1,0,0,0,0,0,0,19.87766667,0,0,0,0,RNA Metabolism,gold,8,5,Mre11,Mre,0,0,Mre,0,0,0,0,0,0,0,0,PC4,0,0,0.968247237,0.013043958,0.889643229,9,0.014596898,0.748679877,0.002923088,0.014596898,0.014596898,0.222222222,0,0,0,0,0,0,0,0,0,0,5,-1.979728371,0.52016493,5,Peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
CS,0,nucleus ,tricarboxylic acid cycle ,RNA binding ,O75390,9606.ENSP00000342056,"Citrate synthase, mitochondrial; Citrate synthase; Belongs to the citrate synthase family.",0,0,0,0,0,1,0,0,0,0,0,0,37.11966667,0,DNA Repair,firebrick1,3,2,Mre11,S6&Ku&Mre,0,0,0,0,0,S6&Mre,0,0,0,S6,Ku,PC5,0,0,0.635259886,0.537925735,0.842617466,5,0.001054447,0.692751267,0.003879131,0.001054447,0.001054447,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.945899321,0,1,Ultra peripheral,0,0,0,0,0,Mre11
H1-5,DSB,nucleosome ,chromatin organization ,structural constituent of chromatin ,P16401,9606.ENSP00000330074,"Histone H1.5; Histone H1 protein binds to linker DNA between nucleosomes forming the macromolecular structure known as the chromatin fiber. Histones H1 are necessary for the condensation of nucleosome chains into higher-order structured fibers. Acts also as a regulator of individual gene transcription through chromatin remodeling, nucleosome spacing and DNA methylation (By similarity).",0,0,0,0,0,1,0,0,0,0,0,0,40.38633333,0,Chromatin Organization,darkviolet,2,2,Mre11,S6&Mre,0,0,0,0,0,Mre,0,0,0,0,Ku,PC5,0,0,0.344382872,1.019613257,0.762458585,3,0.000376267,0.730800911,0.000143189,0.000376267,0.000376267,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.650897816,0,1,Ultra peripheral,0,0,0,0,0,Mre11
RPL11,HR,nucleolus ,ribosome biogenesis ,structural constituent of ribosome ,P62913,9606.ENSP00000496250,"60S ribosomal protein L11; Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through [...] ",0,0,1,0,0,1,0,0,0,50.82033333,0,0,45.52583333,0,Chromatin Organization,darkviolet,2,5,Mre11,S6&Ku&Mre,0,0,S6&Ku&Mre,0,0,S6&Ku&Mre,0,0,S6,0,0,PC5,0,0,1.200858057,1.430423166,0.518971674,89,0.84419094,0.738069001,0.000743738,0.84419094,0.84419094,0.669816139,0,0,0,0,0,0,0,0,0,0,35,0.586370992,0.458135794,5,Peripheral,0,0,0,0,0,0,0,0,0,0,22,0.419169885,0.340715264,9,Peripheral,0,0,0,0,0,Mre11
NVL,0,nucleolus,ribosome biogenesis,RNA binding,O15381,9606.ENSP00000281701,"Nuclear valosin-containing protein-like; Participates in the assembly of the telomerase holoenzyme and effecting of telomerase activity via its interaction with TERT. Involved in both early and late stages of the pre- rRNA processing pathways. Spatiotemporally regulates 60S ribosomal subunit biogenesis in the nucleolus. Catalyzes the release of specific assembly factors, such as WDR74, from pre-60S ribosomal particles through the ATPase activity.",0,0,1,0,0,1,0,0,0,25.10533333,0,0,25.76533333,0,Ribosome Biosynthesis,lightgreen,7,5,Mre11,Mre,0,0,Mre,0,0,Mre,0,0,0,0,0,0,0,0,1.054998383,0.013043958,1.094378596,3,0.000727832,0.669217044,0,0.000727832,0.000727832,0.333333333,0,0,0,0,0,0,0,0,0,0,3,-0.654209432,0.499590955,1,Peripheral,0,0,0,0,0,0,0,0,0,0,1,-1.4700878,0,8,Ultra peripheral,0,0,0,0,0,Mre11
ACTR3,0, site of double-strand break [GO:0035861],actin filament capping ,damaged DNA binding ,P61158,9606.ENSP00000263238,"Actin-related protein 3; ATP-binding component of the Arp2/3 complex, a multiprotein complex that mediates actin polymerization upon stimulation by nucleation-promoting factor (NPF). The Arp2/3 complex mediates the formation of branched actin networks in the cytoplasm, providing the force for cell motility. Seems to contact the pointed end of the daughter actin filament. In addition to its role in the cytoplasmic cytoskeleton, the Arp2/3 complex also promotes actin polymerization in the nucleus, thereby regulating gene transcription and repair of damaged DNA. The Arp2/3 complex promote [...] ",0,0,1,0,0,0,0,0,0,18.82166667,0,0,0,0,DNA Repair,firebrick1,3,5,Mre11,Ku&Mre,0,0,Mre,0,0,0,0,0,0,0,0,PC4,0,0,0.979348909,1.402338771,0.50388142,2,4.74451E-07,0.363965763,0,4.74451E-07,4.74451E-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
GOLGA2,0, COPII-coated ER to Golgi transport vesicle [GO:0030134],cell division ,protein kinase binding ,Q08379,9606.ENSP00000416097,"Golgin subfamily A member 2; Peripheral membrane component of the cis-Golgi stack that acts as a membrane skeleton that maintains the structure of the Golgi apparatus, and as a vesicle thether that facilitates vesicle fusion to the Golgi membrane (Probable). Required for normal protein transport from the endoplasmic reticulum to the Golgi apparatus and the cell membrane (By similarity). Together with p115/USO1 and STX5, involved in vesicle tethering and fusion at the cis-Golgi membrane to maintain the stacked and inter-connected structure of the Golgi apparatus. Plays a central role in [...] ",0,0,1,0,0,0,0,0,0,25.006,0,0,0,0,Cell Cycle regulation,coral1,1,5,Mre11,Ku&Mre,0,0,Mre,0,0,0,0,0,Ku,0,0,PC4,0,0,0.921574605,1.397081658,0.319969285,1,8.07709E-19,1.886792453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
GRSF1,0,nucleoplasm,positive regulation of mitochondrial RNA catabolic process,RNA binding,Q12849,9606.ENSP00000254799,"G-rich sequence factor 1; Regulator of post-transcriptional mitochondrial gene expression, required for assembly of the mitochondrial ribosome and for recruitment of mRNA and lncRNA. Binds RNAs containing the 14 base G- rich element. Preferentially binds RNAs transcribed from three contiguous genes on the light strand of mtDNA, the ND6 mRNA, and the long non-coding RNAs for MT-CYB and MT-ND5, each of which contains multiple consensus binding sequences. Involved in the degradosome-mediated decay of non- coding mitochondrial transcripts (MT-ncRNA) and tRNA-like molecules. Acts by unwindi [...] ",0,0,1,0,0,0,0,0,0,26.27466667,0,0,0,0,RNA Metabolism,gold,8,5,Mre11,Mre,0,0,Mre,0,0,0,0,0,0,0,0,PC4,0,0,0.911757495,0.013043958,0.851877455,7,0.001210776,0.62679185,0.003812598,0.001210776,0.001210776,0.142857143,0,0,0,0,0,0,0,0,0,0,4,-0.376652619,0,2,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
